,OBJECTID *,address,zip,lat,long,neighborhood,status,NTA2020,NTAName,NTAAbbrev,CDTA2020,CDTAName,NTAType
733,734,66-15 wetherole street #f8 in rego park,11374,40.72568,-73.85726,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
734,735,66-01 burns street #6c in rego park,11374,40.724105,-73.858171,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
735,736,"60-14 55th dr maspeth, ny 11378 11378",11378,40.725584,-73.905532,West Queens,Claim,QN0501,Maspeth,Mspth,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
736,737,"210-10 41st ave bayside, ny 11361 11361",11361,40.763088,-73.774342,Northeast Queens,Inconclusive,QN1102,Bayside,Bysd,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),0
737,738,"43-06 210th st apt 2 bayside, ny 11361 11361",11361,40.760231,-73.773674,Northeast Queens,Inconclusive,QN1102,Bayside,Bysd,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),0
738,739,"4331 223rd st apt 1 bayside, ny 11361 11361",11361,40.762406,-73.758357,Northeast Queens,Claim,QN1102,Bayside,Bysd,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),0
739,740,"444 e 88th st apt lib new york, ny 10128 10128",10128,40.777346,-73.946892,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
740,741,"178 ludlow st apt 3a new york, ny 10002 10002",10002,40.721701,-73.987278,Lower East Side,No Claim,MN0302,Lower East Side,LES,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),0
741,742,"common classon
1057 fulton st, brooklyn, ny 11238 11238",11238,40.682064,-73.959442,Central Brooklyn,No Claim,BK0301,Bedford-Stuyvesant (West),BdSty_W,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
742,743,"251 himrod st apt 2r, brooklyn, ny 11237 11237",11237,40.700851,-73.919334,Bushwick and Williamsburg,Claim,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
743,744,"159 ellery st apt 15, brooklyn, ny 11206

 11206",11206,40.698924,-73.946431,Bushwick and Williamsburg,No Claim,BK0301,Bedford-Stuyvesant (West),BdSty_W,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
744,745,"6752 5th ave apt 3r, brooklyn, ny 11220 11220",11220,40.634444,-74.020921,Sunset Park,Pending,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
745,746,"2299 e 13th st apt 5a, brooklyn, ny 11229 11229",11229,40.594221,-73.957131,Southern Brooklyn,Claim,BK1501,Gravesend (East)-Homecrest,Grvsnd_E,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
746,747,"235 quentin rd apt 3f, brooklyn, ny 11223 11223",11223,40.606341,-73.977583,Southern Brooklyn,Claim,BK1103,Gravesend (West),Grvsnd_W,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
747,748,"1200 gravesend neck rd apt 5l
brooklyn, ny 11229 11229",11229,40.594139,-73.957887,Southern Brooklyn,Claim,BK1501,Gravesend (East)-Homecrest,Grvsnd_E,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
748,749,64-49 wetherole street #3c in rego park,11374,40.727143,-73.860789,West Central Queens,Pending,QN0601,Rego Park,RegoPk,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
749,750,107-03 120th street #gf in south richmond hill,11419,40.684514,-73.821981,Southwest Queens,Claim,QN1001,South Ozone Park,SthOznPk,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),0
750,751,168-45 93rd avenue apt 2 in jamaica 11433,11433,40.705459,-73.791981,Jamaica,Claim,QN1201,Jamaica,Jmca,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),0
751,752,14-30 seagirt boulevard #4c in far rockaway,11691,40.59576,-73.749461,Rockaways,Claim,QN1401,Far Rockaway-Bayswater,FrRckwy,QN14,QN14 The Rockaways (CD 14 Approximation),0
752,753,"231 brightwater ct apt 6
brooklyn, ny 11235 11235",11235,40.575755,-73.964253,Southern Brooklyn,Pending,BK1303,Brighton Beach,BrghtnBch,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0
753,754,"3301 nostrand ave apt 4a
brooklyn, ny 11229 11229",11229,40.603335,-73.942089,Southern Brooklyn,Pending,BK1502,Madison,Mdsn,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
754,755,"1779 61st st apt 3r
brooklyn, ny 11204 11204",11204,40.621674,-73.988051,Borough Park,Claim,BK1204,Mapleton-Midwood (West),Mpltn,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
755,756,"233 e 96th st apt 5rw new york, ny 10128 10128",10128,40.784638,-73.947486,Upper East Side,No Claim,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),0
756,757,"1277 3rd ave apt 4b new york, ny 10021 10021",10021,40.770585,-73.959609,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
757,758,"417 e 64th st apt 1c new york, ny 10065 10065",10065,40.762565,-73.958512,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
758,759,"57 w 58th st apt 4f new york, ny 10019 10019",10019,40.765009,-73.976148,Chelsea and Clinton,Inconclusive,MN0502,Midtown-Times Square,Mdtwn_TmSq,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),0
759,760,"407 w 39th st apt 2b new york, ny 10018 10018",10018,40.756921,-73.994441,Chelsea and Clinton,No Claim,MN0402,Hell's Kitchen,HllsKtchn,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),0
760,761,"667 ocean ave apt 1g
brooklyn, ny 11226 11226",11226,40.646443,-73.960068,Flatbush,No Claim,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
761,762,"1733 w 3rd st
brooklyn, ny 11223 11223",11223,40.605441,-73.976035,Southern Brooklyn,Inconclusive,BK1103,Gravesend (West),Grvsnd_W,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
762,763,"563 56th st apt 3l
brooklyn, ny 11220 11220",11220,40.640883,-74.012102,Sunset Park,Claim,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
763,764,"77 montgomery ave apt 1
staten island, ny 10301 10301",10301,40.64001,-74.078195,Stapleton and St. George,Claim,SI0101,St. George-New Brighton,StGrg,SI01,SI01 North Shore (CD 1 Equivalent),0
764,765,"49-02 30th ave apt 2 woodside, ny 11377 11377",11377,40.760286,-73.907817,West Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
765,766,"56-11 94th st apt 2a elmhurst, ny 11373 11373",11373,40.736503,-73.867405,West Queens,No Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
766,767,"34-22 42nd st apt 1lr long island city, ny 11101 11101",11101,40.755449,-73.91995,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
767,768,"30-08 hobart st apt 1 woodside, ny 11377 11377",11377,40.759656,-73.906683,West Queens,No Claim,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
768,769,"28-15 42nd st apt b3 astoria, ny 11103 11103",11103,40.764247,-73.912123,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
769,770,"52-30 39th ave apt 1c woodside, ny 11377 11377",11377,40.748426,-73.910675,West Queens,Claim,QN0203,Woodside,Wdsd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
770,771,"685 sterling place, apt 6, brooklyn, ny, 11216 11216",11216,40.673369,-73.955834,Central Brooklyn,Claim,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
771,772,"2100 westbury court, apt 3b, brooklyn, ny, 11225 11225",11226,40.656417,-73.960976,Flatbush,No Claim,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
772,773,"656 chauncey street, apt garden, brooklyn, ny, 11207 11207",11207,40.683426,-73.908917,East New York and New Lots,No Claim,BK0402,Bushwick (East),Bshwck_E,BK04,BK04 Bushwick (CD 4 Equivalent),0
773,774,35-21 79th street #1a in jackson heights ,11372,40.750833,-73.88716,West Queens,No Claim,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),0
774,775,"32-52 61st street #2
 in woodside",11377,40.754554,-73.901488,West Queens,No Claim,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
775,776,40-28 68th street #2  in woodside,11377,40.745383,-73.896786,West Queens,Inconclusive,QN0203,Woodside,Wdsd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
776,777,41-15 52nd street #3b in woodside,11377,40.753295,-73.906897,West Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
777,778,48-45 58 lane #3r in woodside,11377,40.737391,-73.907163,West Queens,Inconclusive,QN0203,Woodside,Wdsd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
778,779,39-19 62nd street #4 in woodside,11377,40.746241,-73.901607,West Queens,No Claim,QN0203,Woodside,Wdsd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
779,780,"2146 fulton street, apt 3b, brooklyn, ny, 11233 11233",11233,40.678145,-73.91121,Central Brooklyn,Inconclusive,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
780,781,"1124 43rd street, apt 2c, brooklyn, ny, 11219 11219",11219,40.640628,-73.992782,Borough Park,No Claim,BK1202,Borough Park,BoroPk,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
781,782,"3409 14th avenue, apt 1f, brooklyn, ny, 11218 11218",11218,40.641748,-73.981189,Borough Park,Claim,BK1202,Borough Park,BoroPk,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
782,783,"1630 broadway, apt 2r, brooklyn, ny, 11207 11207",11207,40.684859,-73.914166,East New York and New Lots,Inconclusive,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
783,784,"1316 70th street, apt 2, brooklyn, ny, 11228 11228",11228,40.622701,-74.004179,Southwest Brooklyn,Inconclusive,BK1002,Dyker Heights,DykrHts,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
784,785,"479 harman street, apt 3r, brooklyn, ny, 11237 11237",11237,40.70454,-73.914561,Bushwick and Williamsburg,Inconclusive,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
785,786,"1994 bergen street, apt 4b, brooklyn, ny, 11233 11233",11233,40.673989,-73.914868,Central Brooklyn,No Claim,BK1601,Ocean Hill,OcnHl,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),0
786,787,"44 giegerich pl
staten island, ny 10307 10307",10307,40.506938,-74.233683,South Shore,Inconclusive,SI0305,Tottenville-Charleston,Tttnvl,SI03,SI03 South Shore (CD 3 Approximation),0
787,788,"14 plank rd apt 1 staten island, ny 10314 10314",10314,40.609089,-74.166911,Mid-Island,Inconclusive,SI0204,New Springville-Willowbrook-Bulls Head-Travis,NwSprngvl,SI02,SI02 Mid-Island (CD 2 Approximation),0
788,789,"7355 amboy rd apt 1
staten island, ny 10307 10307",10307,40.510757,-74.242441,South Shore,Claim,SI0305,Tottenville-Charleston,Tttnvl,SI03,SI03 South Shore (CD 3 Approximation),0
789,790,"20 moreno ct apt 1f
staten island, ny 10309 10309",10309,40.535552,-74.21337,South Shore,Inconclusive,SI0304,Annadale-Huguenot-Prince's Bay-Woodrow,Anndl_Wdrw,SI03,SI03 South Shore (CD 3 Approximation),0
790,791,"272 glen ave apt 1
staten island, ny 10301 10301",10301,40.634676,-74.090937,Stapleton and St. George,No Claim,SI0104,West New Brighton-Silver Lake-Grymes Hill,WstNwBrgtn,SI01,SI01 North Shore (CD 1 Equivalent),0
791,792,"111-45 76th ave apt a48 forest hills, ny 11375 11375",11375,40.717388,-73.836396,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
792,793,"6843 burns st apt f4 forest hills, ny 11375 11375",11375,40.721283,-73.85059,West Central Queens,Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
793,794,"104-21 68th dr apt b23 forest hills, ny 11375 11375",11375,40.724867,-73.848956,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
794,795,"4231 colden st apt 5a flushing, ny 11355 11355",11355,40.754086,-73.825865,North Queens,Pending,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
795,796,"149-46 hollywood ave flushing, ny 11355 11355",11355,40.754766,-73.812775,North Queens,Inconclusive,QN0705,East Flushing,EstFlshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
796,797,"4646 158th st apt 2 flushing, ny 11358 11358",11358,40.752734,-73.809029,North Queens,Claim,QN0705,East Flushing,EstFlshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
797,798,"9944 67th apt 6g flushing, ny 11375  11375",11375,40.724778,-73.853391,West Central Queens,Inconclusive,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
798,799,"105-38 64th rd apt 4r forest hills, ny 11375 11375",11375,40.731649,-73.850098,West Central Queens,Pending,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
799,800,1662 woodbine street #2b  in ridgewood,11385,40.700372,-73.908673,West Central Queens,Inconclusive,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
800,801,60-59 catalpa avenue #1 in ridgewood,11385,40.703729,-73.897251,West Central Queens,Inconclusive,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
801,802,1635 putnam avenue #4h in ridgewood,11385,40.699251,-73.908056,West Central Queens,Inconclusive,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
802,803,"84 east 52nd street, apt 4a, brooklyn, ny, 11203 11203",11203,40.659128,-73.929401,Flatbush,No Claim,BK1703,East Flatbush-Rugby,EFb_Rgby,BK17,BK17 East Flatbush (CD 17 Approximation),0
803,804,"330 lenox road, apt 5u, brooklyn, ny, 11226 11226",11226,40.653829,-73.948519,Flatbush,No Claim,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
804,805,"441 brooklyn avenue, apt 1f, brooklyn, ny, 11225 11225",11225,40.663913,-73.945239,Flatbush,No Claim,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
805,806,"951 carroll street, apt 6c, brooklyn, ny, 11225 11225",11225,40.668144,-73.958564,Flatbush,No Claim,BK0901,Crown Heights (South),CrwnHts_S,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
806,807,"891 saint john's place, apt 1rf, brooklyn, ny, 11216 11216",11216,40.67178,-73.948741,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
807,808,"340 9th street, apt 3r, brooklyn, ny, 11215 11215",11215,40.668535,-73.985473,Northwest Brooklyn,No Claim,BK0602,Park Slope,PkSlp,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),0
808,809,"510 w 171st st apt 2
new york, ny 10032 10032",10032,40.841963,-73.936636,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
809,810,"2391 frederick douglass blvd apt 1
new york, ny 10027 10027",10027,40.812306,-73.949982,Central Harlem,No Claim,MN1002,Harlem (North),Hrlm_N,MN10,MN10 Harlem (CD 10 Equivalent),0
810,811,"208 e 87th st apt 2e
new york, ny 10128 10128",10128,40.779059,-73.953027,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
811,812,"234 e 106th st apt 4b
new york, ny 10029 10029",10029,40.790805,-73.943399,East Harlem,No Claim,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),0
812,813,"139 payson ave apt 2e
new york, ny 10034 10034",10034,40.868627,-73.925128,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
813,814,"241 e 77th st apt b
new york, ny 10075 10075",10075,40.772511,-73.956788,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
814,815,"143-11 barclay ave apt 2d flushing, ny 11355 11355",11355,40.7594,-73.823052,North Queens,Pending,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
815,816,"140-18 ash avenue apt 5d flushing, ny 11355 11355",11355,40.75516,-73.823113,North Queens,Pending,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
816,817,"5225 skillman ave apt 1c  woodside, ny 11377 11377",11377,40.745938,-73.911413,West Queens,Pending,QN0203,Woodside,Wdsd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
817,818,554 seneca avenue #1a in ridgewood,11385,40.704771,-73.911319,West Central Queens,Inconclusive,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
818,819,64-41 woodbine street #1f in ridgewood,11385,40.708806,-73.894153,West Central Queens,Inconclusive,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
819,820,42-25 layton street #2l in elmhurst,11373,40.74435,-73.883575,West Queens,Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
820,821,46-06 88th street #3a  in elmhurst,11373,40.741545,-73.87792,West Queens,No Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
821,822,41-58 74th street #1 in elmhurst,11373,40.743564,-73.891047,West Queens,Inconclusive,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
822,823,86-09 59th avenue #3 in elmhurst,11373,40.731346,-73.874367,West Queens,No Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
823,824,"20-23 46th st apt 1a, astoria, ny 11105
 11105",11105,40.773227,-73.898589,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
824,825,"98-51 corona ave, 1st floor, corona, ny 11368 11368",11368,40.745127,-73.863533,West Queens,Inconclusive,QN0402,Corona,Crna,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
825,826,"5821 granger st floor 1, corona, ny 11368 11368",11368,40.738451,-73.854342,West Queens,Claim,QN0402,Corona,Crna,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
826,827,"2270 broadway apt 1c, new york, ny 10024 10024",10024,40.78538,-73.97848,Upper West Side,No Claim,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),0
827,828,"7343 70th st apt 2lefty ridgewood, ny 11385  11385",11385,40.700516,-73.880186,West Central Queens,Pending,QN0503,Glendale,Glndl,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
828,829,"7126 73rd st apt 1 ridgewood, ny 11385 11385",11385,40.70459,-73.877616,West Central Queens,Inconclusive,QN0503,Glendale,Glndl,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
829,830,"71-50 69th pl apt 2l ridgewood, ny 11385 11385",11385,40.702711,-73.882496,West Central Queens,Claim,QN0503,Glendale,Glndl,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
830,831,7210 woodhaven blvd apt 2 in glendale 11385,11385,40.711156,-73.860128,West Central Queens,Inconclusive,QN0503,Glendale,Glndl,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
831,832,"3857 kings hwy
brooklyn, ny 11234 11234",11234,40.623085,-73.936288,Canarsie and Flatlands,Inconclusive,BK1801,Flatlands,Fltlnds,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),0
832,833,"441 wilson ave apt 3
brooklyn, ny 11221 11221",11221,40.693899,-73.913306,Bushwick and Williamsburg,Inconclusive,BK0402,Bushwick (East),Bshwck_E,BK04,BK04 Bushwick (CD 4 Equivalent),0
833,834,"103 bay 35th st
brooklyn, ny 11214 11214",11214,40.597507,-73.992084,Southwest Brooklyn,Inconclusive,BK1103,Gravesend (West),Grvsnd_W,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
834,835,"307 sterling st apt 4e
brooklyn, ny 11225 11225",11225,40.663376,-73.950561,Flatbush,No Claim,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
835,836,"330 e 43rd st apt 506, new york, ny 10017

 10017",10017,40.749894,-73.970634,Gramercy Park and Murray Hill,Inconclusive,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),0
836,837,"2550 olinville avenue, apt 13l, bronx, ny, 10467 10467",10467,40.864424,-73.868048,Bronx Park and Fordham,No Claim,BX1104,Allerton,Allrtn,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),0
